block_group,hhld_nocar,hhld_single_mother,hhld_total,hhld_total_w_chld,pop_asiapacific,pop_black,pop_hispanic,pop_indig,pop_otherrace,pop_poverty,pop_total,pop_white,workers_all,workers_essential
250092105002,54,18,970,229,13,75,236,0,72,73,2629,2233,1522,776
250092105003,31,0,551,167,43,0,84,0,0,30,1517,1390,849,430
250092105004,30,18,548,76,0,0,18,0,0,46,1128,1110,791,395
250092106001,78,179,730,380,43,99,749,0,80,397,2197,1226,878,442
250092106002,32,9,303,68,0,145,44,0,0,43,855,666,405,198
250092106003,48,56,457,140,0,185,181,0,55,81,1205,784,697,340
250092106004,24,42,227,100,0,0,73,0,0,22,636,563,365,182
250092107001,85,93,613,188,0,75,470,0,132,352,1630,953,714,383
250092107002,57,70,411,121,0,77,467,0,43,424,1016,429,500,279
250092107003,68,85,496,164,8,43,381,0,0,154,1087,655,700,378
250092107004,33,12,242,109,0,0,141,0,0,13,757,616,372,204
250092108001,91,30,615,148,0,0,92,0,162,91,1369,1115,668,369
250092108002,92,139,625,249,0,19,389,0,86,787,1702,1208,593,339
250092108003,169,130,1144,130,0,119,431,0,0,289,1893,1343,1090,598
250092109001,60,0,457,182,0,0,82,0,1,62,1209,1126,660,335
250092109002,59,0,446,100,23,0,70,0,0,123,1135,1042,504,249
250092109003,110,62,835,237,38,75,86,0,146,244,2104,1759,1023,505
250092111001,13,12,251,64,0,0,63,0,0,0,717,654,562,285
250092111002,23,38,440,114,3,61,57,0,8,19,1285,1156,678,328
250092111003,23,76,448,140,0,1,60,0,0,164,1076,1015,534,249
250092111004,23,57,444,175,132,5,27,0,30,115,1109,915,501,243
250092112001,41,12,425,114,14,0,24,0,0,36,1085,1047,635,319
250092112002,54,16,563,156,0,0,74,0,0,45,1316,1242,852,411
250092112003,80,0,825,117,0,0,15,0,48,197,1771,1708,906,439
250092112004,78,149,811,231,0,4,178,11,105,167,2012,1714,1118,536
250092113001,97,56,761,214,0,0,0,0,0,157,2070,2070,1158,595
250092113002,72,34,564,178,0,13,174,0,124,143,1464,1153,857,409
250092113003,142,36,1111,361,36,0,70,0,22,35,3181,3053,1744,836
250092114011,56,143,1606,512,272,187,262,0,96,335,4283,3466,2124,1073
250092114021,23,14,393,115,0,0,19,0,13,28,1052,1020,669,344
250092114022,41,32,686,167,25,0,0,0,0,92,1614,1589,1025,523
250092114023,61,51,1014,377,14,196,25,0,50,87,2658,2373,1113,558
250092114024,21,0,361,59,0,0,0,0,4,17,938,934,583,288
250092121001,13,0,436,134,16,0,52,0,0,13,1546,1478,674,311
250092121002,27,122,896,355,75,0,0,0,94,147,2601,2432,1112,543
250092121003,22,25,722,187,0,0,3,0,0,28,2018,2015,1097,520
250092121004,28,23,921,265,58,82,605,5,91,142,3614,2773,1595,780
250092131001,6,44,711,279,77,0,17,0,100,154,2302,2108,793,374
250092131002,3,0,405,156,0,0,0,0,84,0,1329,1245,596,269
250092131003,5,0,540,209,0,0,0,0,27,0,1545,1518,772,346
250092131004,1,17,202,81,38,0,37,0,79,0,647,493,331,152
250092131005,8,22,895,307,80,0,41,0,18,15,2447,2308,967,433
250092141001,15,0,496,220,93,0,0,0,0,20,1673,1580,792,363
250092141002,19,18,632,355,0,0,0,0,0,230,1994,1994,728,344
250092141003,22,16,758,236,47,0,45,0,19,34,2057,1946,1083,494
250092141004,7,0,259,117,16,9,55,0,0,30,827,747,458,215
250092151011,14,12,796,272,27,4,19,0,47,62,2163,2066,855,382
250092151012,10,0,554,253,381,9,68,0,16,460,1945,1471,867,389
250092151013,4,21,249,146,0,0,0,0,0,0,821,821,342,155
250092151021,10,9,172,73,0,0,0,0,0,7,500,500,329,150
250092151022,14,18,225,100,0,0,0,0,0,38,657,657,420,190
250092151023,23,49,370,230,0,0,0,0,0,157,1246,1246,472,211
250092151024,18,13,292,77,14,2,14,0,13,85,688,645,312,140
250092161001,20,0,422,83,8,0,69,0,0,11,1038,961,413,177
250092161002,35,35,711,314,34,0,32,0,15,8,2033,1952,654,293
250092161003,13,0,264,56,143,97,168,0,50,43,2137,1679,885,385
250092171001,157,70,1405,352,206,0,38,0,70,205,3052,2738,1383,674
250092171002,118,0,1057,269,16,0,100,21,0,24,2702,2565,1293,593
250092171003,66,49,591,111,6,0,19,0,6,80,1447,1416,1077,515
250092172011,45,10,523,185,0,0,53,4,19,72,1254,1178,673,315
250092172012,33,0,383,97,38,0,122,0,0,66,1094,934,589,283
250092172013,78,37,915,204,41,5,67,0,54,143,1886,1719,1177,573
250092172021,23,11,363,129,0,0,27,0,0,58,1015,988,541,269
250092172022,18,14,298,84,0,0,0,0,0,46,710,710,477,233
250092172023,25,12,407,88,9,0,18,0,13,7,964,924,448,219
250092172024,26,42,411,96,10,0,48,0,7,40,978,913,679,321
250092173001,27,0,284,20,0,17,78,0,57,105,602,450,503,262
250092173002,33,59,342,112,76,0,181,0,1,156,917,659,584,291
250092173003,59,26,605,120,40,0,44,0,26,162,1206,1096,616,314
250092173004,21,20,217,62,0,0,0,0,0,14,630,630,327,172
250092173005,60,140,622,181,9,228,242,0,41,125,1311,791,478,246
250092174001,46,0,304,35,0,0,0,0,14,49,620,606,460,231
250092174002,122,34,802,115,87,71,63,0,32,263,1825,1572,735,381
250092174003,117,13,767,69,29,0,23,0,93,296,1580,1435,699,345
250092174004,155,98,1016,166,24,152,355,0,95,693,2201,1575,1023,502
250092175001,38,12,289,111,36,0,14,0,0,0,1005,955,478,217
250092175002,66,40,497,141,19,0,68,0,18,80,1251,1146,546,254
250092175003,54,0,403,115,21,0,37,0,21,0,1017,938,571,257
250092175004,37,48,282,121,0,0,0,0,0,17,727,727,375,176
250092175005,71,20,536,57,0,13,29,0,34,118,952,876,652,336
250092175006,98,91,738,120,15,15,41,0,102,107,1355,1182,738,351
250092176001,27,0,850,340,0,0,0,0,0,93,2668,2668,1169,521
250092176002,7,0,234,49,0,0,0,0,0,62,622,622,264,114
250092176003,18,66,557,128,0,17,0,0,0,19,1277,1260,430,194
250092176004,27,0,844,94,22,41,40,0,0,51,1925,1822,720,327
250092176005,4,0,145,40,63,143,162,0,46,20,2938,2524,1070,482
250092181001,29,0,458,124,0,0,15,0,18,43,1260,1227,530,246
250092181002,16,0,258,89,13,0,14,0,0,0,655,628,310,141
250092181003,30,14,477,110,19,0,0,0,0,0,1112,1093,362,156
250092181004,42,59,662,194,0,0,59,0,0,146,1758,1699,671,309
250092181005,14,10,217,80,0,0,0,0,2,19,585,583,329,143
250092201011,14,23,345,77,0,0,5,0,0,44,697,692,300,146
250092201012,16,16,401,65,4,3,18,0,0,18,1010,985,503,248
250092201013,22,32,543,99,0,0,0,0,13,115,1036,1023,375,183
250092201014,25,11,623,83,0,9,68,0,0,99,1415,1338,570,278
250092201021,77,61,989,216,0,0,0,0,108,169,2124,2016,1038,521
250092201022,26,17,342,99,0,0,19,0,13,85,930,898,431,211
250092211001,32,46,636,190,35,9,11,0,0,70,1627,1572,588,288
250092211002,35,12,699,148,0,0,0,0,0,48,1645,1645,739,353
250092211003,22,45,447,152,8,37,34,0,0,132,1213,1134,705,337
250092213001,51,0,654,80,0,9,0,0,0,45,1334,1325,710,339
250092213002,51,0,657,31,4,0,0,0,0,27,1244,1240,443,218
250092213003,20,0,264,50,0,0,0,0,0,34,670,670,253,132
250092213004,38,25,489,112,0,0,34,0,0,132,1188,1154,703,354
250092214001,78,24,480,114,20,6,36,0,79,84,940,799,547,278
250092214002,121,96,745,318,31,0,249,0,177,402,1849,1392,871,433
250092214003,41,23,253,53,0,29,0,0,38,85,562,495,290,151
250092215001,219,32,898,147,0,39,70,0,0,276,1768,1659,710,356
250092215002,176,3,722,88,0,0,1,0,0,111,1256,1255,705,363
250092216001,39,31,301,162,41,19,29,0,45,143,967,833,395,211
250092216002,57,76,433,154,0,130,34,0,0,372,1099,935,460,239
250092216003,44,37,334,95,12,35,83,0,35,19,863,698,410,206
250092217001,43,30,561,91,0,36,60,0,63,140,1125,966,495,262
250092217002,58,32,758,223,200,0,24,0,0,90,1858,1634,954,504
250092218001,15,4,391,88,0,0,2,0,0,32,985,983,462,223
250092218002,11,0,269,33,0,0,0,0,0,51,822,822,511,256
250092219011,43,19,962,188,18,0,0,0,25,61,2292,2249,1359,660
250092219012,20,0,461,31,0,0,10,0,0,176,905,895,487,236
250092219021,73,24,869,119,84,43,13,0,12,85,1857,1705,803,395
250092219022,71,8,854,163,45,16,0,0,14,59,1980,1905,1152,585
250092221001,11,0,476,140,0,0,0,0,18,107,1239,1221,544,264
250092221002,13,13,539,192,0,0,0,0,0,91,1376,1376,716,346
250092221003,10,26,415,139,0,0,20,0,10,30,1098,1068,461,227
250092231001,62,42,800,212,16,64,94,0,53,208,1933,1706,806,381
250092231002,73,58,940,306,7,37,24,0,44,139,2524,2412,1054,508
250092232001,55,36,682,109,29,24,18,0,24,64,1260,1165,672,317
250092232002,56,96,697,234,7,30,106,0,0,238,1777,1634,766,381
250092232003,27,9,337,87,0,0,25,0,0,70,811,786,484,225
250092233001,0,34,794,178,13,0,35,0,0,131,1895,1847,999,480
250092233002,0,45,1049,241,0,0,119,0,1,95,2506,2386,1175,564
250092233003,0,0,384,176,40,0,65,0,0,0,1195,1090,492,244
250092501001,650,157,1416,319,0,171,2306,0,27,933,2913,409,1129,641
250092502001,126,59,695,225,0,10,1625,0,15,554,1991,341,1159,661
250092502002,80,162,441,289,0,0,1666,0,0,555,1744,78,670,382
250092502003,58,95,320,200,0,0,1032,0,12,178,1299,255,514,292
250092502004,56,80,313,123,0,0,581,0,0,295,949,368,493,291
250092503001,169,178,650,301,75,30,1760,0,19,383,2030,146,1138,673
250092504001,134,95,345,189,0,0,1180,0,0,249,1273,93,595,348
250092504002,209,210,537,304,0,0,1839,0,0,765,1850,11,788,464
250092504003,139,112,358,135,0,0,927,0,0,524,941,14,395,240
250092505001,101,151,438,310,0,0,1752,0,0,454,1853,101,670,407
250092505002,61,29,266,188,0,0,939,0,0,238,939,0,364,228
250092505003,95,57,414,230,0,22,1248,0,0,248,1305,35,822,489
250092506001,109,186,591,259,15,46,1608,0,0,200,1885,216,757,443
250092506002,51,63,279,117,0,5,585,0,6,246,833,237,623,365
250092506003,76,154,413,290,45,0,1556,0,0,197,1672,71,702,422
250092506004,61,18,331,78,23,2,889,0,0,55,1055,141,776,474
250092507001,86,151,564,247,43,18,1681,0,1,457,1896,153,1055,633
250092507002,78,138,516,256,0,13,1494,0,123,502,1719,89,546,331
